,group4,shh,shh,shh,group4,group3,group3,shh,group3,group4,group3,group4,group4,wnt,group4,group4,group4,shh,shh,wnt,group4,shh,group4,group4,shh,group3
miR-1250-3p,3.00E-06,1.89E-05,2.35E-05,1.75E-05,6.51E-06,7.42E-06,6.74E-06,7.04E-06,1.20E-05,1.01E-05,3.10E-06,9.19E-06,4.83E-06,4.12E-06,3.26E-05,7.15E-06,3.66E-06,2.90E-05,2.88E-05,1.67E-05,1.22E-05,2.68E-05,2.23E-05,0,2.91E-05,1.37E-05
miR-1250-5p,6.60E-05,1.42E-05,4.94E-05,2.18E-05,0.000169285,0.000338856,5.05E-05,1.17E-05,0.000179447,8.57E-05,8.68E-05,0.00042716,0.00010141,0.00016874,0.000395251,4.65E-05,2.74E-05,5.27E-06,4.33E-05,0.000356709,0.00014032,3.22E-05,0.000212318,0.000512521,0.000232723,0.000341581
miR-1251-3p,3.30E-05,4.72E-06,2.59E-05,2.18E-05,1.30E-05,4.95E-06,3.03E-05,0,5.98E-06,0,4.65E-06,4.59E-06,2.41E-06,0.000563837,0,1.43E-05,1.10E-05,0,0,0.000156685,1.22E-05,5.37E-06,1.12E-05,0,3.32E-05,2.73E-05
miR-1252-3p,6.00E-06,0,2.35E-06,8.73E-06,0,0,0,4.69E-06,0,2.52E-06,0,0,0,8.23E-06,0,0,0,0,9.61E-06,0,0,5.37E-06,0,0,4.16E-06,0
miR-1252-5p,0,0,0,0,6.51E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81E-06,0,3.05E-06,2.15E-05,0,0,0,0
miR-1253,1.50E-05,9.45E-06,3.30E-05,8.73E-06,4.23E-05,3.46E-05,7.75E-05,1.41E-05,7.78E-05,0,1.24E-05,0.000105642,9.66E-06,2.47E-05,3.26E-05,7.15E-06,9.14E-06,1.05E-05,9.61E-06,2.00E-05,6.10E-06,2.15E-05,0.000122921,0.000230436,9.14E-05,0.000104752
miR-1254,3.90E-05,0.000689782,0.001125074,0.000528352,0.001624486,0.000324016,0.000784771,0.000382602,0.002625912,5.04E-05,0.000162703,0.001621371,6.04E-05,0.007831985,0.000162751,0.000436055,0.000537673,6.59E-05,0.008268078,0.000630076,8.54E-05,0.000590268,0.004503372,0.00302745,0.002879952,0.002864729
miR-1255b-2-3p,6.00E-06,1.42E-05,0.000150638,5.24E-05,4.23E-05,1.48E-05,4.04E-05,2.35E-06,0.000143558,0,1.55E-06,5.51E-05,0,0.004918141,4.19E-05,7.51E-05,0.00032553,5.27E-06,0.002869792,0.000120014,0,0.000198545,0.000301715,0.001537563,0.001820229,0.002841957
miR-1256,0,9.45E-06,4.71E-06,4.37E-06,1.63E-05,2.47E-06,1.35E-05,1.88E-05,4.79E-05,5.04E-06,3.10E-06,4.13E-05,0,0.000201664,9.30E-06,1.07E-05,1.83E-05,2.63E-06,0.00017786,2.00E-05,0,2.15E-05,2.23E-05,8.74E-05,8.73E-05,5.01E-05
miR-1257,0,1.42E-05,1.65E-05,0,0,0,0,4.69E-06,0,0,0,0,0,4.12E-06,0,0,0,0,9.61E-06,3.33E-06,3.05E-06,0,0,0,0,0
miR-1258,3.00E-06,0,0,4.37E-06,3.26E-05,4.45E-05,1.68E-05,0,0,2.52E-06,1.24E-05,0.00029396,0,1.65E-05,4.65E-05,3.22E-05,0,0,2.88E-05,9.67E-05,1.83E-05,3.22E-05,3.35E-05,7.95E-06,1.25E-05,2.28E-05
miR-125a-3p,0.000275874,0.000977979,0.000395423,0.000554551,0.000553432,0.000353697,0.000346916,0.000286365,0.000729752,0.000219361,0.000340901,0.000583326,0.000243868,0.000600877,0.000595202,0.000375294,0.000223116,0.000656107,0.000884492,0.000676748,0.000478918,0.001035652,0.000312889,0.000441006,0.00074804,0.000619401
miR-125a-5p,0.088129901,0.15402932,0.069653369,0.100587737,0.088904009,0.084573127,0.079015972,0.034464709,0.069894724,0.08386913,0.066859947,0.117165862,0.069738917,0.088715851,0.097473646,0.098005226,0.075978281,0.102413369,0.133188161,0.110483258,0.096680516,0.158454785,0.066002894,0.089834205,0.198986822,0.128698757
miR-125b-1-3p,0.000755656,0.000236227,9.89E-05,0.000314391,0.001126397,5.69E-05,0.000276185,0.000413116,0.000197392,0.001747326,1.39E-05,0.001593812,0.001151732,0.002362354,0.000213901,0.000636212,0.00111558,0.000237147,0.000302842,0.001550186,0.000256237,0.000831741,0.001083938,0.000810498,0.001836853,0.000441779
miR-125b-2-3p,0.001589277,0.000415759,0.000588428,0.001226999,0.001774239,0.000351223,0.002630498,0.00023942,0.002924991,0.0010489,0.000362595,0.001414681,0.001349723,0.000510334,0.002292458,0.001762092,0.001298461,0.000231877,0.000797966,0.000546732,0.001595378,0.000499045,0.002262861,0.002880448,0.00085609,0.001006526
miR-125b-5p,1,0.224325691,0.267953519,0.518797977,0.904995214,0.171923888,0.764619302,0.142731733,0.643773179,0.990017801,0.137437263,1,1,0.632353546,1,1,1,0.173460058,0.378697201,0.543811924,0.816339355,0.449800382,1,1,0.750882063,0.532001621
miR-1261,0,0,4.71E-06,0,0,0,6.74E-06,0,0,0,0,0,0,8.23E-06,4.65E-06,0,3.66E-06,0,0,0,0,5.37E-06,1.68E-05,3.97E-06,0,9.11E-06
miR-1262,0,1.89E-05,9.41E-06,1.31E-05,9.77E-06,0,0,0,5.98E-06,0,0,0,0,0,0,0,0,2.63E-06,1.44E-05,3.33E-06,6.10E-06,2.68E-05,1.68E-05,3.58E-05,8.73E-05,0
miR-1263,0,0,2.35E-06,0,0,0.000259707,0.000562475,0,0.001908123,0,3.10E-06,4.59E-06,0,2.47E-05,0,0,1.83E-06,0,9.61E-06,3.33E-06,3.05E-06,0,1.12E-05,1.99E-05,2.08E-05,0.000364353
miR-126-3p,0.012354379,0.071784599,0.023075782,0.04042111,0.03592752,0.023131281,0.066311443,0.082282938,0.075822467,0.011837945,0.020979346,0.125304868,0.009184878,0.039888385,0.059473711,0.068746627,0.014498876,0.02696101,0.041753794,0.01588524,0.016051394,0.057143317,0.100029613,0.11654092,0.152458764,0.053992631
miR-1264,0.000695683,4.72E-06,4.71E-06,0,4.23E-05,2.72E-05,0.000818452,0,0,0.000196669,0,6.89E-05,0.000241453,4.12E-06,9.30E-06,0.000303809,0.000109729,0,1.44E-05,0,0.000118967,0,0.000201143,0.000552251,9.56E-05,8.65E-05
miR-1265,6.00E-06,0,2.35E-06,0,0,0,0,0,5.98E-06,0,1.55E-06,0,0,8.23E-06,0,0,0,0,1.44E-05,0,0,5.37E-06,0,3.97E-06,4.16E-06,4.55E-06
miR-126-5p,0.002410903,0.014069668,0.005411182,0.006737579,0.005527812,0.003299522,0.010205388,0.013269019,0.013781553,0.002675199,0.00336872,0.018795041,0.001274873,0.005885306,0.008207279,0.010286617,0.002425014,0.006445136,0.006518322,0.002230268,0.002391542,0.009149155,0.016963073,0.017032384,0.024839068,0.0071641
miR-1267,2.10E-05,6.61E-05,6.36E-05,4.37E-06,0.000139986,1.98E-05,5.05E-05,2.35E-06,0.000125613,2.52E-05,5.89E-05,9.65E-05,2.90E-05,3.70E-05,4.65E-05,0.000157266,2.56E-05,0,0.000269193,0,4.27E-05,0.000236107,0.000111746,0.000206598,0.000137141,0.00015485
miR-1269a,3.00E-06,1.42E-05,9.41E-06,0,6.51E-06,4.20E-05,1.35E-05,2.35E-06,7.18E-05,0,0.002652828,0,2.41E-06,0.000781964,0,1.07E-05,0,0,1.44E-05,1.33E-05,0,2.15E-05,6.70E-05,5.16E-05,0.000137141,2.73E-05
miR-1269b,0,1.42E-05,1.65E-05,4.37E-06,1.30E-05,2.47E-06,3.37E-06,0,1.20E-05,2.52E-06,0.002316576,1.38E-05,2.41E-06,0.001016553,0,3.57E-06,1.65E-05,2.63E-06,0.000173053,1.00E-05,3.05E-06,3.76E-05,7.26E-05,9.14E-05,0.000166231,0.000118415
miR-1270,6.30E-05,9.45E-06,0.000138869,4.37E-06,0.00010092,9.89E-06,3.70E-05,9.62E-05,0.000203374,3.78E-05,0,6.89E-05,7.49E-05,8.23E-06,5.58E-05,6.43E-05,1.83E-05,0.000166003,0.000312456,0.000110013,3.05E-06,8.59E-05,0.000212318,0.000162894,0.000274281,0.00019584
miR-1271-5p,0.000740663,0.00208352,0.001941812,0.002877553,0.001484501,0.00047242,0.00135735,0.001309767,0.002093552,0.000829539,0.000322306,0.00185562,0.000743676,0.002592827,0.003343362,0.002548422,0.000828455,0.002495316,0.005148321,0.001783547,0.001854665,0.003246474,0.001078351,0.002324223,0.002838394,0.002395624
miR-1272,0,0,9.41E-06,0,0,2.47E-06,0,0,0,0,0,0,2.41E-06,1.65E-05,0,0,0,0,4.81E-06,0,0,0,5.59E-06,7.95E-06,0,4.55E-05
miR-1273a,2.40E-05,0.000283472,0.00024714,0.000187761,0.000507855,0.000272075,0.000383965,0.000126752,0.001130518,2.27E-05,2.01E-05,0.000505243,1.69E-05,0.001625662,6.51E-05,0.000132246,0.000146306,4.48E-05,0.001696879,7.33E-05,3.97E-05,0.000144884,0.001117462,0.001287262,0.000889336,0.001220584
miR-1273c,4.80E-05,0.000963805,0.001063877,0.001257565,0.001901203,0.000910213,0.001552701,0.000530479,0.003834191,7.06E-05,0.000154955,0.002379235,0.000118312,0.007951337,0.000358051,0.000461075,0.000550474,0.000168638,0.007902744,0.000460055,0.000192177,0.000676125,0.005408516,0.004576932,0.004018634,0.004631844
miR-1273d,0.00094457,0.021605303,0.024040804,0.01452313,0.040739125,0.0087608,0.025247388,0.010872474,0.070020337,0.000635391,0.003192071,0.040832824,0.001407672,0.10348262,0.003352662,0.010962145,0.010146287,0.002107976,0.117281725,0.008534357,0.001409301,0.011751701,0.096571068,0.057577166,0.05117837,0.057399336
miR-1273e,0.00013194,0.002050449,0.003205754,0.001746618,0.005172964,0.001432101,0.002832584,0.001124334,0.007985405,0.000115984,0.000220036,0.005429066,0.000156945,0.020149972,0.000613802,0.001204514,0.001830648,0.000229242,0.022665109,0.001530184,0.000240984,0.001845929,0.011224906,0.009674331,0.011366045,0.009532398
miR-1273g-5p,2.70E-05,0.000722854,0.000517816,0.000689914,0.001644019,0.000373484,0.000916127,0.000394338,0.002195239,2.27E-05,9.92E-05,0.00170864,6.28E-05,0.001193524,7.44E-05,0.000293086,0.000181053,8.17E-05,0.001446914,0.000163353,3.05E-05,0.00042392,0.005307945,0.002947989,0.001791139,0.002172458
miR-1273h-5p,0.000602726,0.011107384,0.009803206,0.009602033,0.025067226,0.006406118,0.014284175,0.005175692,0.036445747,0.000317696,0.001228792,0.025105986,0.000767821,0.074644618,0.002166908,0.005121863,0.005705915,0.001378089,0.067380029,0.004403862,0.000994442,0.006653931,0.062069428,0.04595605,0.042297479,0.045617055
miR-127-3p,0.01162571,0.005461564,0.000473096,0.002008611,0.003112243,7.17E-05,0.001162,0.003046734,0.001345855,0.002960117,0.000111568,0.005603605,0.007890689,6.17E-05,0.003631663,0.004135377,0.004374535,0.004113188,0.005417514,0.001860223,0.007586434,0.009031102,0.002698671,0.011108595,0.013614319,0.001885529
miR-1275,0.002212993,0.005126121,0.003499968,0.006178662,0.007093699,0.002893884,0.007534473,0.001347323,0.007381266,0.003343368,0.00216627,0.007822081,0.002643912,0.010840488,0.004891817,0.00437485,0.003299189,0.003114534,0.004802215,0.01302823,0.00349885,0.002919144,0.009442554,0.006090657,0.003337087,0.005929853
miR-127-5p,0.001046524,0.000325993,1.88E-05,0.000170295,0.000218117,9.89E-06,7.41E-05,0.00023942,8.97E-05,0.000237011,6.20E-06,0.000610885,0.00051671,2.06E-05,0.000246451,0.000446778,0.000385881,0.000339911,0.000519158,0.000130016,0.000756508,0.000617098,0.000301715,0.000727065,0.000843622,0.000150296
miR-1276,1.20E-05,0,7.06E-06,1.31E-05,2.28E-05,4.95E-06,4.38E-05,4.69E-06,4.19E-05,2.52E-06,1.55E-06,3.67E-05,2.41E-06,4.12E-06,1.86E-05,3.57E-06,1.65E-05,0,2.88E-05,2.33E-05,3.05E-06,1.07E-05,3.35E-05,6.75E-05,2.49E-05,4.10E-05
miR-1277-5p,0,0,2.35E-06,0,0,0,0,0,0,0,0,0,0,0,9.30E-06,0,1.83E-06,0,0,0,0,0,0,3.97E-06,0,0
miR-1278,1.50E-05,4.72E-06,1.41E-05,1.75E-05,6.51E-06,9.89E-06,1.01E-05,2.11E-05,1.20E-05,2.52E-06,4.65E-06,0,9.66E-06,8.23E-06,0,3.57E-06,3.66E-06,5.27E-06,0,1.00E-05,9.15E-06,1.61E-05,1.12E-05,0,8.31E-06,9.11E-06
miR-1279,0,0,2.35E-06,8.73E-06,3.26E-06,2.47E-06,1.68E-05,0,3.59E-05,0,1.55E-06,4.59E-06,0,0,2.33E-05,3.57E-06,1.83E-06,2.63E-06,1.44E-05,3.33E-06,3.05E-06,4.83E-05,5.59E-06,7.95E-06,8.31E-06,4.55E-06
miR-128-1-5p,2.40E-05,5.67E-05,4.94E-05,7.42E-05,2.28E-05,1.73E-05,2.02E-05,9.39E-06,0.000119632,7.56E-06,1.24E-05,8.73E-05,7.24E-06,7.41E-05,6.05E-05,1.79E-05,1.65E-05,2.63E-05,0.000115369,5.00E-05,3.05E-05,6.44E-05,5.03E-05,7.55E-05,9.14E-05,9.56E-05
miR-1282,9.00E-06,4.72E-06,4.71E-06,1.75E-05,6.51E-06,0,6.74E-06,7.04E-06,5.98E-06,0,1.55E-06,1.84E-05,0,4.12E-06,1.40E-05,7.15E-06,0,2.63E-06,1.44E-05,2.33E-05,0,1.07E-05,5.59E-06,7.95E-06,5.82E-05,1.82E-05
miR-128-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miR-1283,0,0,0,0,0,4.95E-06,0,0,5.98E-06,2.52E-06,0,0,0,1.23E-05,0,0,1.83E-06,0,1.92E-05,3.33E-06,0,0,0,0,3.32E-05,0
miR-128-3p,0.016258602,0.023343932,0.018441326,0.024915507,0.015994192,0.038681576,0.076762703,0.007983006,0.047015193,0.011605977,0.061503156,0.039803966,0.007383638,0.021067751,0.109512539,0.029490923,0.019284895,0.009970725,0.032783891,0.014878452,0.033960503,0.020541329,0.04177073,0.060493371,0.129173957,0.259137302
miR-1285-5p,3.00E-05,0.000359065,0.001216869,0.000519619,0.000638075,0.000234973,0.000515322,0.000206558,0.001489413,5.29E-05,3.10E-05,0.000629257,2.90E-05,0.02356592,0.000274351,0.000364571,0.001565469,9.22E-05,0.018713737,0.000933445,8.24E-05,0.000676125,0.003983752,0.007572597,0.012126552,0.010470608
miR-1287-3p,3.30E-05,8.98E-05,3.06E-05,2.62E-05,6.19E-05,6.93E-05,8.08E-05,3.05E-05,0.00011365,4.03E-05,1.55E-05,0.000215877,1.21E-05,0.000164624,7.91E-05,8.22E-05,3.66E-05,7.90E-06,5.77E-05,6.00E-05,2.44E-05,6.98E-05,0.000184381,9.93E-05,0.000398954,0.000209503
miR-1287-5p,8.40E-05,0.000127562,7.30E-05,0.00024016,0.000175796,0.000338856,0.000242504,5.16E-05,0.000215337,6.05E-05,6.97E-05,0.000509836,4.83E-05,0.000201664,0.000186001,0.000200157,0.000115216,7.90E-05,0.000168246,0.000226694,7.02E-05,0.000214643,0.000514033,0.000202625,0.000789597,0.000373462
miR-1288-3p,3.00E-06,2.36E-05,1.41E-05,1.75E-05,1.95E-05,4.95E-06,2.02E-05,7.04E-06,5.98E-06,2.52E-06,1.55E-06,4.59E-06,0,4.12E-06,4.65E-06,1.43E-05,1.83E-06,1.05E-05,1.92E-05,3.33E-06,1.22E-05,4.83E-05,1.12E-05,1.59E-05,1.66E-05,2.73E-05
miR-1289,0,1.89E-05,1.41E-05,3.06E-05,1.30E-05,7.42E-06,3.70E-05,1.41E-05,4.19E-05,7.56E-06,1.55E-06,2.30E-05,0,0.00016874,4.65E-06,1.07E-05,1.28E-05,5.27E-06,0.000115369,6.67E-06,3.05E-06,1.07E-05,7.82E-05,0.000103299,4.99E-05,8.65E-05
miR-1290,0.000443798,0.010101058,0.00718588,0.00983346,0.012963337,0.005166942,0.015321554,0.004525503,0.045842804,0.000700948,0.000666306,0.013935522,0.000750919,0.001518656,0.005287069,0.002162406,0.00065106,0.003246283,0.005330988,0.001103466,0.001348293,0.003305501,0.040787364,0.05940476,0.021061468,0.017712133
miR-1291,0.000677692,0.002362268,0.002553776,0.005506214,0.012325262,0.002606969,0.003068353,0.001056264,0.008416078,0.000567314,0.00061827,0.009746598,0.000987543,0.001275836,0.003813014,0.002473363,0.001031454,0.001222626,0.003283196,0.002583643,0.001287284,0.001261027,0.031255413,0.031927278,0.006225351,0.022530708
miR-129-1-3p,0.000515765,0.00056222,0.001118013,0.00024016,0.003968435,0.004348245,0.001121582,1.88E-05,5.98E-05,0.000393337,0.000491207,0.001419274,0.000705043,0.000135815,0.001632156,0.002194574,0.001613018,0.000121209,0.000235544,5.00E-05,0.000515524,9.66E-05,0.002922163,0.001060799,0.017167507,0.001420979
miR-129-2-3p,0.000380827,0.000382687,0.001591109,0.00011353,0.002923425,0.002864203,0.000781403,1.41E-05,0.000143558,0.000295003,0.000353297,0.001515729,0.000429787,0.000107006,0.000995104,0.001594104,0.002042791,8.96E-05,0.000163439,3.67E-05,0.000363002,0.000139518,0.001821463,0.001243559,0.027810447,0.001698798
miR-1292-5p,3.00E-06,2.83E-05,4.24E-05,9.61E-05,3.58E-05,2.47E-06,3.37E-05,2.58E-05,0.000251226,1.01E-05,4.65E-06,4.59E-05,4.83E-06,2.47E-05,2.79E-05,3.93E-05,1.10E-05,2.90E-05,8.17E-05,4.33E-05,1.22E-05,5.37E-05,0.000117334,0.000103299,0.000124673,3.64E-05
miR-1293,0,9.45E-06,0,0,9.77E-06,0,0,2.35E-06,2.39E-05,0,3.10E-06,0,7.24E-06,0,0,0,1.83E-06,0,2.40E-05,3.33E-06,0,5.37E-06,1.12E-05,1.99E-05,1.66E-05,2.28E-05
miR-1294,0,0,2.35E-06,2.62E-05,0,4.45E-05,1.35E-05,2.11E-05,5.98E-06,0,8.06E-05,1.38E-05,0,5.35E-05,4.65E-06,3.57E-06,0,0,4.81E-06,0,0,2.15E-05,2.23E-05,1.19E-05,4.16E-06,0.000122969
miR-1295b-3p,0,9.45E-06,4.71E-06,8.73E-06,9.77E-06,7.42E-06,6.74E-06,2.35E-06,5.98E-06,0,3.10E-06,0,0,1.65E-05,0,0,3.66E-06,0,1.92E-05,3.33E-06,0,1.07E-05,3.91E-05,1.99E-05,4.16E-06,1.82E-05
miR-129-5p,0.000194911,0.000278748,0.00060255,0.000174662,0.001937013,0.001540931,0.000400806,1.41E-05,0.000143558,0.000113463,0.000213838,0.000509836,0.000202821,0.000185202,0.000837003,0.000900704,0.000768104,7.11E-05,0.000312456,7.00E-05,0.000222682,6.44E-05,0.001078351,0.000480737,0.012392521,0.000728707
miR-1296-3p,6.00E-06,4.25E-05,2.12E-05,3.93E-05,3.26E-05,2.47E-06,2.36E-05,1.64E-05,7.18E-05,7.56E-06,9.30E-06,1.38E-05,2.41E-06,1.23E-05,4.65E-05,1.43E-05,3.66E-06,7.90E-06,2.88E-05,4.33E-05,6.10E-06,5.90E-05,4.47E-05,5.56E-05,4.99E-05,1.82E-05
miR-1296-5p,0.004375009,0.001715007,0.004126055,0.004047787,0.003392214,0.001580506,0.002957205,0.001316809,0.002536189,0.00294751,0.000636865,0.005323424,0.002083741,0.002428203,0.007644627,0.006183408,0.002990119,0.004400399,0.010503343,0.003180382,0.011207302,0.005489493,0.00344737,0.002316277,0.006927677,0.004909663
miR-1297,0,4.72E-06,0,8.73E-06,0,0,0,0,0,5.04E-06,0,4.59E-06,0,8.23E-06,4.65E-06,0,0,0,9.61E-06,0,3.05E-06,5.37E-06,0,0,4.16E-06,4.55E-06
miR-1298-3p,0.000290868,0,7.06E-06,1.31E-05,2.28E-05,2.72E-05,0.000326707,4.69E-06,2.99E-05,9.08E-05,0,1.84E-05,0.000106239,1.65E-05,2.33E-05,0.000114375,9.14E-05,2.63E-06,9.61E-06,6.67E-06,0.000122017,5.37E-06,0.000106159,0.000270166,2.08E-05,6.38E-05
miR-1298-5p,0.000248887,0,9.41E-06,0,7.81E-05,0.000170665,0.011316865,2.35E-06,0,8.82E-05,0,7.81E-05,0.000137628,0,9.30E-06,0.000103652,8.23E-05,0,0,1.67E-05,6.71E-05,1.07E-05,0.000530794,0.000218517,2.08E-05,0.000300592
miR-1299,2.70E-05,9.45E-05,0.000294214,0.000104797,0.000608775,0.000314122,0.000235768,6.57E-05,7.18E-05,6.56E-05,4.49E-05,0.001019672,8.21E-05,0.001119443,6.51E-05,7.86E-05,0.00017008,0.000287212,0.001571896,0.000143351,3.97E-05,0.000144884,0.00147505,0.000981339,0.000498693,0.001106724
miR-1301-3p,0.000551749,0.000524423,0.000270677,0.001362362,0.000703185,0.00184516,0.00151902,0.000387297,0.00208757,0.000388295,0.001089333,0.00198882,0.000342863,0.000711999,0.002418009,0.000557579,0.00037125,0.000205528,0.000812387,0.000773426,0.000802265,0.000719054,0.000854858,0.002105706,0.003561499,0.001853648
miR-1301-5p,6.00E-06,3.31E-05,1.65E-05,5.24E-05,1.95E-05,4.45E-05,5.05E-05,1.88E-05,0.000101687,1.01E-05,3.10E-05,8.27E-05,9.66E-06,8.64E-05,5.12E-05,2.50E-05,5.49E-06,1.32E-05,8.17E-05,4.67E-05,1.53E-05,5.37E-05,5.59E-05,7.95E-05,5.82E-05,6.38E-05
miR-1302,3.00E-06,1.42E-05,4.71E-06,8.73E-06,6.51E-06,7.42E-06,6.74E-06,4.69E-06,0,2.52E-06,9.30E-06,9.19E-06,4.83E-06,3.29E-05,1.86E-05,3.57E-06,1.83E-06,1.05E-05,4.81E-06,2.67E-05,1.53E-05,2.15E-05,2.23E-05,3.97E-05,8.31E-06,5.01E-05
miR-1303,3.60E-05,0.000203155,0.000167113,0.000248893,0.000312526,0.000197872,0.0002324,0.000107974,0.001088647,2.27E-05,6.82E-05,0.000330705,1.69E-05,0.000609109,0.000204601,0.000139395,8.05E-05,4.48E-05,0.000759509,0.000126682,3.97E-05,0.000246839,0.000514033,0.000806525,0.00118024,0.000997418
miR-1304-3p,3.00E-05,0.000170083,0.000197712,0.00022706,0.000198585,0.000106356,0.000215559,9.39E-05,0.000657973,7.56E-06,3.72E-05,0.000257215,1.69E-05,0.001699742,0.000153451,9.65E-05,0.000106071,8.17E-05,0.001360387,0.000136683,3.36E-05,0.00015025,0.00051962,0.000703226,0.000818688,0.000692272
miR-1304-5p,6.00E-06,4.25E-05,4.24E-05,0.000104797,9.77E-05,2.47E-05,4.04E-05,4.23E-05,0.000209355,2.52E-06,6.20E-06,9.19E-05,2.41E-06,0.00013993,9.30E-06,5.00E-05,7.32E-06,1.84E-05,0.000144211,1.00E-05,1.22E-05,6.44E-05,0.000234667,0.000254274,0.000128829,0.000223167
miR-1305,0,1.89E-05,8.24E-05,5.68E-05,3.26E-06,9.89E-06,3.37E-06,2.58E-05,0.00030506,5.04E-06,3.87E-05,1.84E-05,0,0.000201664,3.26E-05,2.86E-05,3.66E-06,3.95E-05,0.000124983,0.000193357,3.05E-06,0.000128786,0,0,2.91E-05,4.55E-06
miR-1306-3p,5.40E-05,7.56E-05,8.00E-05,0.000187761,0.000182307,9.89E-05,0.000424382,5.16E-05,0.00030506,5.04E-05,3.56E-05,0.000165352,5.79E-05,4.94E-05,0.0001302,9.65E-05,7.13E-05,3.69E-05,0.000187474,0.000116681,0.000115917,6.44E-05,0.000273778,0.000286058,0.000220256,0.000500986
miR-1306-5p,0.001073512,0.00081262,0.000847336,0.001729152,0.001357537,0.00104625,0.002809008,0.000413116,0.001878215,0.000990908,0.000598126,0.001332004,0.000775065,0.001296414,0.001794906,0.001290295,0.001000364,0.000490104,0.001365194,0.001140137,0.001543521,0.00129859,0.00155886,0.001660727,0.002077888,0.002627899
miR-1307-3p,0.000368832,0.000651986,0.000710821,0.001510825,0.000517622,0.000858271,0.001700898,0.000481187,0.002572078,0.00032526,0.000381189,0.001070197,0.000420129,0.000806657,0.000641702,0.000997209,0.000373079,0.000482199,0.001778598,0.001090131,0.000936484,0.001223465,0.000687239,0.000905851,0.00177036,0.001307118
miR-1307-5p,0.000353839,0.000628363,0.000407192,0.000820911,0.000354848,0.000477367,0.000717408,0.000251156,0.001537265,0.000310131,0.000232432,0.000790016,0.000287329,0.000798426,0.000488252,0.000625489,0.000292611,0.000379436,0.001216177,0.000800096,0.000607037,0.000719054,0.000379937,0.000679388,0.001616597,0.00078336
miR-130a-3p,0.07993463,0.399582351,0.140897847,0.341367777,0.088314766,0.026598994,0.100319297,0.089878647,0.153654743,0.064903204,0.019318229,0.109922514,0.064084084,0.191074912,0.12382994,0.120254771,0.07144281,0.182748326,0.223632282,0.172017309,0.121248726,0.33437614,0.066388419,0.090342753,0.080655283,0.14202954
miR-130a-5p,0,3.78E-05,2.82E-05,3.93E-05,1.63E-05,0,0,3.76E-05,8.37E-05,0,0,4.59E-06,4.83E-06,2.06E-05,9.30E-06,1.07E-05,1.83E-06,2.63E-06,1.44E-05,1.67E-05,9.15E-06,2.68E-05,5.59E-06,2.78E-05,8.31E-06,3.19E-05
miR-130b-3p,0.005316581,0.028068468,0.026413345,0.051079847,0.011345361,0.004632687,0.013229955,0.014076473,0.035656179,0.007024604,0.004097008,0.015469623,0.004691435,0.017585954,0.037711634,0.018435848,0.005566925,0.024028289,0.045181201,0.015631876,0.008544271,0.032491575,0.008241282,0.015121356,0.015833503,0.020640625
miR-130b-5p,0.001598273,0.007455318,0.006326775,0.012802711,0.005654775,0.001362846,0.004253929,0.004189846,0.006729274,0.002208741,0.001233441,0.007693474,0.001938869,0.00666727,0.021887628,0.008142083,0.002114115,0.006223799,0.012046397,0.006944167,0.003050436,0.008456932,0.003670863,0.005490729,0.003972921,0.006849845
miR-1321,1.20E-05,4.25E-05,3.06E-05,8.73E-05,0.000120453,5.94E-05,0.000127988,3.76E-05,0.00030506,1.01E-05,1.39E-05,0.000160759,1.21E-05,2.47E-05,4.19E-05,3.93E-05,1.65E-05,2.11E-05,9.61E-06,3.33E-05,1.83E-05,4.83E-05,0.000352001,0.000266193,0.000444668,0.000264156
miR-1322,3.00E-06,3.31E-05,4.47E-05,3.06E-05,4.88E-05,4.45E-05,4.04E-05,1.88E-05,0.000149539,0,7.75E-06,7.81E-05,2.41E-06,0.000407444,3.26E-05,1.79E-05,4.39E-05,2.63E-06,0.000307649,2.00E-05,0,4.29E-05,0.000284953,0.000345654,0.000473758,0.000423561
miR-1323,6.00E-06,0,2.35E-06,0,3.26E-06,2.47E-06,0,0,0,0,0,0,0,2.06E-05,4.65E-06,0,1.83E-06,0,2.88E-05,0,0,2.15E-05,5.59E-06,3.97E-06,2.49E-05,4.55E-06
miR-132-3p,0.001256428,0.006836403,0.00216306,0.004886164,0.00195329,0.005003698,0.0052711,0.002333169,0.003660725,0.001185055,0.002246846,0.005360169,0.001540471,0.005523134,0.004273365,0.003195356,0.001141183,0.001918258,0.004494566,0.004237175,0.002650829,0.006020735,0.003994927,0.008526125,0.011278774,0.009127055
miR-1324,0,4.72E-06,7.06E-06,0,0,0,0,0,0,0,0,9.19E-06,0,0.000172855,2.33E-05,0,0,0,4.81E-05,6.67E-06,3.05E-06,2.68E-05,2.79E-05,7.95E-06,7.48E-05,2.28E-05
miR-132-5p,0.000149932,0.000718129,0.00016476,0.000475953,0.000153008,0.000304229,0.000612997,0.000157266,0.000311042,0.000163891,0.000216937,0.000592512,0.000159359,0.000493872,0.000344101,0.0003467,0.000126189,0.000142288,0.000432632,0.000316705,0.000311144,0.000590268,0.000318477,0.00065555,0.001076346,0.00089722
